X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,language
5.391201724,-11.58151997,3.576179967,8.761183074,-9.669913461,10.15463691,-12.67400779,5.643728492,-2.762732338,-1.660018444,2.119178907,-6.564027254,US
3.924848305,-11.58151997,5.841732876,13.94410667,-11.58612727,1.054263184,-9.541241081,9.479909659,-1.596786344,-8.406593759,4.434251156,-8.869338393,GE
14.96485915,-7.237278374,2.905480538,4.972923316,-11.58612727,15.52538547,-7.265186807,3.692554907,1.18044298,-9.736503898,3.690769217,-6.547697144,US
14.96485915,-3.744935174,5.452222805,13.94410667,-4.405734373,14.7361468,-7.876891062,2.674196442,1.660044395,-2.911469806,0.781072185,-2.84558226,US
14.96485915,-11.58151997,0.092888013,5.22083551,-11.58612727,1.054263184,-4.501308137,4.540356121,-0.696653214,-9.231173156,0.381706148,-4.427124326,GE
14.96485915,-4.229144821,0.093054188,13.94410667,-6.402347278,1.786666699,-13.12438623,3.610188633,-1.329975192,-1.199160011,-1.665597387,-2.248718154,IT
0.709681522,-6.529609299,2.347808559,2.478722734,-2.483996998,11.33523272,-9.88377381,4.945089459,3.060584994,-5.785758573,3.649975334,-3.346624916,US
0.915477789,1.643640721,2.32943598,6.068892916,-4.317646832,11.74771861,-9.144115211,6.262884827,0.111408138,-3.146947284,2.65402606,-5.366299195,US
14.96485915,1.643640721,9.705775172,11.09771477,-7.986693287,8.937871315,-7.671249718,8.249583411,0.817066151,-4.800264662,5.579799721,-3.033770722,US
4.833420391,-7.23630608,3.527371104,8.185430104,-6.582588188,12.41935952,-9.918684969,3.350327076,-0.503265427,-3.206886681,4.302778814,-2.804224322,US
0.704178322,-5.696740703,1.06334055,13.94410667,-7.653272835,1.654610626,-9.077936165,6.674656635,-7.567059038,-9.473411412,0.32065092,-0.084629831,IT
5.064735072,-11.58151997,5.92176415,6.62447349,-3.183491264,7.852941167,-4.90149122,10.85853202,-0.312147928,-2.399414612,1.228303168,-5.086964487,US
9.804705103,-8.765660403,1.059954149,9.833319695,-9.474100317,8.013337981,-4.501308137,1.463736631,-11.02811472,-5.345235092,1.852778578,-6.879336113,US
5.040604986,-11.58151997,-0.805365131,8.743770043,-11.58612727,1.6822184,-11.14109438,7.20587979,-0.331436457,-5.949740168,6.942571157,-4.983498093,GE
14.96485915,-11.58151997,0.70257686,-1.744326606,0.083455265,6.553823574,-4.501308137,1.076001232,0.779435249,-9.736503898,6.102938061,-3.163505795,GE
14.96485915,1.643640721,-1.580799439,-0.157673664,-0.878987632,1.054263184,-11.5006411,0.232075133,0.41745293,4.265293441,2.911840038,-6.524842533,UK
14.96485915,-3.491200102,7.113172392,8.683478036,-2.61638628,2.361588872,-4.501308137,6.415464477,-0.607585166,-3.58471543,-2.273166431,2.530420554,US
-3.177167031,-3.444988757,5.877127108,1.305627663,-6.68230348,15.52538547,-9.442053888,6.861546039,-1.589086669,-3.217347396,5.212168355,-5.388584851,IT
14.30385561,-11.58151997,1.726740151,7.014793791,-2.092645613,15.52538547,-4.501308137,0.448554827,-9.152575822,-8.676935067,3.147975451,-1.378992965,US
-3.177167031,-8.225151789,7.321381548,9.770425912,-6.00017255,12.76276937,-13.64958749,0.232075133,-7.582681313,-9.736503898,2.959109804,-5.644201993,FR
2.982977223,-6.48390584,-2.222922753,6.235296614,-6.79122143,15.52538547,-9.988661196,4.623584326,-2.255349298,-1.383138789,2.389395128,-2.391423853,IT
14.96485915,-9.557578903,4.609180301,4.771222104,-8.448231455,1.919355347,-13.64958749,6.99007034,0.545433814,-3.803051404,0.850618787,-3.730594297,UK
14.96485915,-4.957062707,0.819776987,-1.744326606,-0.299594245,2.331017703,-10.16154139,5.205867374,-0.596548206,-3.031768682,2.177206023,-0.108971125,FR
2.84951279,-2.650842308,-1.272019219,1.309157948,-0.17492608,10.41530349,-4.501308137,4.113903337,1.067180007,-3.326203418,-2.156458073,-5.619111146,US
-3.177167031,-4.570449076,-2.222922753,3.050797312,-1.157893982,10.63378734,-4.677019445,6.210701929,-6.028198238,-4.056777771,2.74105583,-4.514126638,IT
-3.177167031,-4.583193267,-1.474899103,6.850990406,-0.04800455,10.26562132,-9.374302203,3.662142896,1.503877645,-8.570934108,1.649450586,-8.869338393,US
14.68750371,1.643640721,7.492796804,9.792585562,5.735025561,14.57042284,-13.64958749,7.453053175,0.519353178,-2.218511274,6.942571157,-6.298732038,ES
3.781646127,-0.108348394,3.433675653,5.06909338,-4.504815955,12.92936106,-8.598745073,3.162079392,-0.609188243,-1.81641736,4.793862022,-2.891772189,UK
1.027959708,-1.683386147,2.870126812,13.94410667,-6.928377742,1.989648228,-4.501308137,3.82222094,1.298664289,-7.128958823,2.349956527,-3.464567743,US
13.14028805,1.643640721,3.783083887,12.7983786,-6.108809158,11.73166673,-13.64958749,3.940477793,-11.02811472,-2.478675058,4.592461858,-4.708457683,US
5.622147991,-11.58151997,2.880880131,9.515635389,-2.985806243,1.950343586,-10.18008486,6.156792143,1.023651598,-0.967398825,1.54043916,-3.784279508,US
14.96485915,1.643640721,0.453081309,13.94410667,-6.346104371,15.52538547,-13.64958749,4.09942346,0.822632855,-3.670451005,3.826964121,-4.462540804,ES
-0.895796748,1.643640721,1.49484533,9.571173252,-11.58612727,15.52538547,-13.64958749,5.130867223,0.000450972,-3.446553757,6.942571157,-4.579572292,IT
14.96485915,-0.831091293,11.77368016,6.925356129,-11.58612727,1.054263184,-4.820219272,10.85853202,2.536934428,-0.076003623,1.406616782,2.530420554,IT
14.96485915,-8.844759918,4.82863872,13.94410667,-11.58612727,12.1363301,-10.35465562,5.410605238,3.431619637,-5.786441811,2.24564868,-8.382881063,UK
14.96485915,-2.624786987,5.051921149,3.970978232,-11.58612727,11.03817111,-8.221340804,4.810577479,3.431619637,-2.185301947,4.917782357,-4.51367411,FR
14.96485915,-11.58151997,1.365900358,9.952147912,-3.27728904,15.52538547,-8.734396484,0.987526798,-2.760588556,-1.497133458,-3.074683883,-1.626167587,ES
5.753863859,-1.605304831,-0.753130273,4.627718883,-3.998107638,8.77285796,-9.128912561,2.640426274,0.224220859,-9.327198408,1.310593451,-6.335619829,US
1.59811292,-3.173926714,11.77368016,7.143476206,-6.833336017,3.997274775,-8.683996514,5.12472074,-7.806865984,-9.261801528,-2.014793601,-2.583530394,US
6.874335276,-7.642208988,10.34742462,12.4242676,5.735025561,2.94401455,-6.903909585,1.562512297,0.601792397,-3.66779831,-0.96270538,-8.869338393,ES
-3.177167031,-2.023289991,-0.599912695,8.926835623,-6.428063742,10.79880919,-13.64958749,2.486564199,-2.258314798,-4.226994924,2.526533077,-2.908171688,UK
2.197762724,-0.023565776,5.859231779,3.068489273,-7.098261403,8.654064838,-4.501308137,3.043830496,-1.541745433,-9.43621008,6.700323908,-4.60781348,US
12.94761084,-11.58151997,2.504705377,1.876478819,-11.58612727,11.61735133,-6.963120709,3.922451454,-1.28689758,-5.366876222,5.902653716,-5.121599547,ES
-2.863910005,1.608425166,-1.575422733,4.480974395,-4.044909727,9.854652024,-12.43081029,7.228187955,-1.795628924,-1.801882817,3.681854164,-5.804928141,GE
14.96485915,-3.079917658,0.595775003,-1.744326606,-8.506943688,15.52538547,-12.57461341,0.585089156,-0.908172808,-2.870638009,-3.923966742,2.530420554,US
14.96485915,-0.982998456,2.054554445,6.338941243,-0.409132732,15.52538547,-13.64958749,4.276073807,0.552704167,-2.732737043,4.669446885,-0.326378979,US
12.8878762,-11.58151997,-2.222922753,0.351884292,-8.932961945,6.344627868,-12.56726371,4.220585893,-1.433232489,-4.951251083,5.148408533,-2.005770599,IT
3.989870799,-5.175727228,0.158447462,-1.744326606,-8.445461212,1.771757662,-4.501308137,5.445916274,-11.02811472,4.084870482,4.030094109,-5.68732593,GE
13.51282587,-11.58151997,0.537708179,3.713821413,-4.727991643,3.045862108,-8.021319623,3.467198927,0.156002729,-2.460184283,1.110751208,-0.221445787,US
14.96485915,-6.661850451,-2.222922753,8.534929678,-7.18618992,10.50147229,-4.605889639,5.824557595,-3.033922001,-8.367077517,6.689100965,-5.522394303,IT
14.96485915,-1.520240033,0.147537218,13.94410667,-5.382986961,12.97177198,-13.64958749,4.180903482,-0.773295383,-2.818835067,-3.102156764,-8.869338393,US
8.070365739,-11.58151997,-1.71435897,13.94410667,-2.434256547,11.09437145,-9.28493629,0.232075133,-7.122934401,-3.314886045,-6.347406618,-4.905517624,FR
3.266292816,-1.380053258,2.66877035,11.1937809,-3.974549132,15.52538547,-7.765800348,4.389880893,1.828955996,-3.222678052,3.201971825,-5.066209481,UK
-3.177167031,-3.521020731,-2.191084377,0.666172708,-7.563215984,1.21933407,-4.501308137,6.376078749,-1.414722104,-3.520920942,2.476791373,-3.038665485,FR
14.96485915,-11.58151997,-2.222922753,-1.744326606,5.735025561,8.791876421,-13.64958749,6.817671464,0.318567352,9.004748948,4.868532093,-1.736580543,US
3.814792475,-11.58151997,1.147024285,8.945364624,-11.58612727,11.23232073,-11.75757037,0.232075133,0.012803186,-9.736503898,2.26136099,-1.351714622,US
0.305496996,-11.58151997,3.137651264,-1.744326606,-4.519172984,1.492274743,-8.469165106,6.572269559,-0.232490616,-2.03907336,1.924522964,-0.527768528,US
-3.177167031,-11.58151997,1.271842787,6.502936162,-0.787140726,1.893354724,-6.475429342,3.759306716,-0.155491482,3.59001225,1.87048679,-2.426710257,UK
14.96485915,-1.829363778,5.431594439,13.94410667,-2.415250731,15.52538547,-10.05842151,2.481544532,-1.385962612,-2.745312043,2.373149646,-8.206243977,US
7.084519326,-8.803236425,-2.222922753,8.354314271,-4.257381044,11.6832907,-9.54282849,2.528659344,-1.109141636,-5.265749343,1.754161335,-2.816430541,US
-3.010043354,1.643640721,9.960298455,13.94410667,5.735025561,1.054263184,-13.64958749,7.927741295,-0.095410325,-0.024483531,4.984663588,2.530420554,UK
10.34584563,-8.888471597,4.100452711,13.94410667,-9.615185415,9.107178875,-10.4520347,2.223573663,-0.156910067,-3.365553268,2.523039627,-3.804757345,ES
-0.360339338,-6.916401705,0.614045601,1.774640671,0.102786316,10.59054974,-13.64958749,3.701112869,-5.666622608,1.663931205,0.017188982,-0.346029264,US
4.370562222,-11.58151997,4.365067368,9.17290717,-8.147313915,4.734570488,-9.760909918,2.747597356,-0.576212916,-5.205748628,3.425829034,-0.070339418,US
-3.177167031,1.643640721,11.77368016,9.488318739,-1.942871319,15.52538547,-4.501308137,2.089051234,0.304122295,-3.965951661,5.882478507,-5.78709643,US
-3.177167031,-11.58151997,3.077436474,13.94410667,0.42262662,11.98011713,-4.501308137,4.924061155,-0.546810447,4.395651676,5.144425713,-2.754413583,US
14.96485915,-3.700799789,5.902947456,2.016633464,-5.610710055,3.784445383,-7.417814378,6.006839093,-2.178747397,4.036712707,6.942571157,-5.626430955,US
14.96485915,-6.326183577,-2.222922753,9.405873624,4.40754785,7.353761471,-4.501308137,6.261623824,-1.945429254,1.182098625,-3.419936291,2.530420554,US
14.96485915,-6.273230239,3.275486733,4.36473198,-5.475319272,9.889014035,-5.840464426,0.232075133,3.431619637,-4.27580921,0.648909303,-7.472525095,US
14.96485915,-6.563622649,1.788359752,9.258390858,-7.119986837,1.054263184,-6.902425313,3.815118862,-9.714246798,-5.187713018,0.702646956,-4.382223843,UK
6.249301902,-4.291598649,-2.222922753,1.696523926,5.735025561,15.52538547,-8.098978538,6.35882297,2.764432967,-4.855816679,5.992096468,-6.856309675,UK
3.481808613,-8.596283102,1.087431728,2.444978216,-5.035425511,11.21374718,-11.86778518,0.232075133,-4.133028825,-2.328875419,4.916333885,-3.148500803,UK
14.96485915,1.643640721,3.351412704,2.158474415,-1.342674194,8.573792981,-13.64958749,2.438208303,-0.457359655,-3.820614716,2.544703133,-5.725802895,ES
-3.177167031,1.643640721,-1.763212823,13.94410667,-8.548997594,15.52538547,-8.758677005,2.621885824,-8.69073664,-2.676608146,3.925338857,-7.082765482,FR
10.11995059,1.643640721,1.951706613,13.94410667,-6.652538172,11.73729017,-9.75787932,3.77508763,-1.191168684,-2.324432802,0.928723275,-1.191075923,UK
12.45762243,-11.58151997,-2.222922753,3.651176491,-7.695764024,10.45230483,-13.64958749,8.053270903,-3.673670234,-5.0719331,2.384394271,-1.423617654,ES
4.6303127,-6.406456708,7.15137213,5.832761352,-0.700290142,14.73243641,-13.64958749,10.85853202,-8.104920409,-8.845898801,3.354792234,-1.119446884,US
14.96485915,-11.58151997,-0.79302823,6.689674772,-6.61021724,1.054263184,-8.546409794,0.232075133,0.042119497,-6.161071065,6.942571157,-5.870264853,IT
10.24883073,-11.58151997,1.902874208,-1.744326606,5.735025561,2.194131115,-13.64958749,5.379413638,-0.043652254,3.501324883,2.843014592,-2.161915825,ES
14.96485915,1.643640721,4.909363459,5.762089649,-1.612003312,15.52538547,-4.501308137,0.893681356,-0.287725884,-6.493718822,1.076266516,-2.139632688,ES
14.96485915,-11.58151997,-1.789205602,13.10093316,-0.621087967,15.52538547,-4.501308137,3.450450864,-0.56131294,-4.245492842,2.509174527,-0.938439423,GE
-3.177167031,-1.272572698,-2.222922753,1.729969156,-7.477395404,15.52538547,-4.501308137,4.579165551,0.503944198,-5.400765963,0.637368835,1.150728155,IT
-3.177167031,-0.213953304,0.435605234,1.566126424,-7.636595709,10.69511653,-13.64958749,4.846546897,0.001638952,-1.850738058,3.42205414,-6.57877984,US
10.38765642,-0.865324399,3.866879703,5.818420935,-8.455993158,15.52538547,-9.968024456,2.970991424,-0.714551067,-8.081170438,0.275908974,-5.15686549,US
1.923750202,-1.013333179,-2.222922753,1.136230974,-4.993004462,2.213454081,-9.322244799,10.85853202,-5.633029899,-4.25579533,-5.198157378,-6.379711486,UK
1.950081928,1.303929268,2.05596512,7.918156401,-6.745771471,4.871963235,-10.23607517,0.913762934,0.163369225,-0.683058612,6.180326317,-4.323428518,ES
7.852122336,-6.222090012,0.357711444,3.764167389,-11.58612727,12.94045552,-4.501308137,3.784261338,-3.319327131,-3.001454047,-7.188357459,-5.788314028,US
10.46700278,-1.302149251,-2.222922753,8.993192523,-8.097940413,8.038038518,-13.64958749,1.590884277,-0.345290927,-1.342842482,6.538973019,-2.260535228,GE
2.700444646,-0.856577343,0.182101719,8.778830884,-7.00473638,15.52538547,-4.501308137,2.498263462,-9.330498897,-0.222554055,4.136463549,-6.888052558,IT
-3.177167031,-11.58151997,4.69848197,3.948379113,5.735025561,10.65668636,-7.378220477,2.44370811,-0.460749897,-6.904544145,-0.532383027,-0.089166174,FR
0.164576694,-11.58151997,1.292010383,8.114530595,-6.56112642,1.271583986,-4.501308137,5.253812619,1.853041211,-0.543857528,2.094169909,-8.869338393,US
7.220346824,-4.742534332,0.700084515,2.577940811,-8.512690522,15.52538547,-12.78803096,4.574752306,-0.077749415,-2.506414669,2.30448997,-0.127382651,US
10.80474293,-11.58151997,-2.222922753,7.946972899,-7.22030932,15.52538547,-4.501308137,5.731158337,-1.117352442,1.973058285,6.395953908,-1.339566102,US
3.852756703,-11.58151997,6.437709681,5.474925183,-7.522108765,1.793247757,-13.64958749,6.577682288,-1.0989924,-2.308758939,6.942571157,-8.869338393,UK
7.597609511,-6.090543326,1.139394809,4.066776738,-10.11944727,10.73707873,-10.28935563,2.704530965,-1.934969634,-6.056620607,2.098567462,-5.415127323,UK
0.455087904,-5.878324836,1.494284685,13.94410667,-8.325307227,14.64794398,-4.501308137,5.096471378,-0.79325701,-1.319152011,6.621490339,-5.566347122,US
3.829367125,1.643640721,0.271475412,2.386743115,-6.880016473,7.191049303,-6.43903313,1.944166012,-0.275074435,-4.230208835,5.17035124,-2.670302296,US
2.421444731,-10.50020304,-0.1995243,6.217878294,-7.476636009,6.610811505,-8.03524638,2.462281254,1.406902597,-3.363296293,6.611776907,-2.781716772,ES
-3.177167031,-0.156297631,2.214979156,2.516136313,5.735025561,10.30031991,-13.64958749,3.238830222,-0.924878501,-2.25864104,2.938011554,-3.857921927,IT
