id,merchant_id,buyer_id,transaction_timestamp,payment_amount,chargeback_timestamp
d1745184-48c5-49e3-80c0-3e2aef0c3641,951bce36-de7c-4081-a97d-2fd80dab9174,ca439a0f-980c-4ef7-ac0e-e29b3cbc4afb,2022-07-04 19:20:19,2437,
d9ef21e4-048e-4316-b99e-fa86e2dcb7d4,22729ea3-3b3c-4ca6-af03-4b2732434170,890f3808-bd58-404b-9b2b-971664d42cdc,2022-05-28 19:35:04,25575,
7330f4f2-3141-4bd7-ba07-20d2eae8e5cc,8e795f9d-1626-488a-9586-7c632445fad3,e5737c15-ffcd-4111-a0b0-d6746abf7ab7,2022-04-24 09:59:03,3155,
699cf84f-96ba-4de1-97f2-04c19b3e253b,5eed328a-9d76-4518-bce4-759eb4b762d2,fd3fd383-fe79-401b-8729-23714b0adda9,2022-02-21 19:16:51,625,
1486d307-67c6-4733-9d5a-b535b8f70b84,eaec9229-e57a-40c9-b145-5d7a712a5f83,451267ce-abc1-4716-81de-be612fce4c1e,2022-08-22 03:06:53,10892,2022-09-04 02:37:47.039960
92b775f6-849c-4571-963a-529e5313ec5a,7ae3f44e-7034-413c-8329-bb196ef995fc,27f7e5ec-a680-4f7e-9acc-e974ace40865,2022-07-08 10:34:40,1857,
1cf20a55-506d-49ff-ab3b-d42a42ea5a9a,7fe22130-8770-459a-a05b-098797160c0c,88a1a788-2ce8-4560-80a0-11a5505317dd,2022-05-01 12:26:13,1029,
283e5f65-dedb-4bc5-9c02-8060b3c85a1f,e381d43b-8435-465e-a297-57618e0053a7,c99e2a2d-7a21-4bf3-ab26-c7f2ee5f2d29,2022-03-20 23:53:56,707,
ec7ac465-3849-47c3-945f-d418b3e21c07,822ba6c6-493b-4b78-bbb4-66c61a4336b8,f7f3b4f0-5648-400e-bdde-b09b24a6bd1a,2022-01-11 22:42:34,213,
32654742-b106-4023-88b3-b231917ca81e,63b7a0bf-67f2-482a-9e0c-bb96e33a6e00,a73856ee-ceb7-482d-bc61-3d13b63b2d81,2022-04-11 23:20:48,529,
cda21d95-053f-47ab-97d7-b495ec768613,adf7ee59-30c9-4e98-addc-738d90454529,1d8e3b19-7613-4c81-ac55-05af939e700d,2022-05-30 14:26:25,4328,
e91dc7b9-6a4e-492c-b85b-f973ce05ac7a,8ce6d296-edf3-4c1e-8d2c-a571fb7f9d93,35a58735-ce76-4973-89f0-f74c2d7dfa26,2022-04-09 12:47:49,14899,
a0f326d2-dd46-49c9-a361-7795a7063c43,f8100e37-208c-4677-a1a6-ed8ff825a308,c12e6e19-a99a-4a60-9c41-fda2f59a8af1,2022-02-06 20:40:28,9653,
208ba021-64f1-47ac-af47-94863f51be45,f8100e37-208c-4677-a1a6-ed8ff825a308,7641dcb2-ff39-465c-aa36-ec195aff8b6e,2022-07-06 00:00:07,888,
520e3a36-7156-4c85-9ac3-ddd576f4b402,48432359-4824-4847-8a88-31b17f76a986,b6719b94-3eaf-460a-8314-9921903b529b,2022-04-10 12:47:46,1396,
3571b32b-dcef-44b2-8237-16c61a8a5324,fef00f5a-2809-447c-aedf-b6c5593f7d20,031e993f-1f60-43c5-ab53-64c9737f24b7,2022-03-03 23:35:05,5766,
9bc8169a-336d-446d-b74d-819d1990d681,f84395b8-c8ee-4654-87af-7d74366f54fb,a9b7d1f8-d85a-41c8-a84e-be605b0f4a53,2022-04-02 19:27:27,2391,
667f9585-2971-4f2f-95da-45b90c3440b6,0c0047a4-8c1b-4f7f-a454-17d99c4f9694,0cb2e0a1-d522-4d92-a3c7-ab2aeb31414a,2022-03-13 21:43:01,1745,
3456131b-b7df-4e35-8bbe-55c56d25f523,5032c286-4189-4df1-8d8f-850e3ff44411,95a4c456-0333-498e-9422-a1c3a0c7c45c,2022-03-22 14:44:21,904,
73e0678d-a82f-49e4-a84a-d3520eb1bc18,732f9390-9532-4690-9893-6610f66dd448,a7214643-3a39-4a63-813a-57fe5a08301e,2022-03-20 08:25:40,569,
a69292dc-bef3-4760-9e24-3f50d5cd0135,8a06f49d-b3c6-4b3a-8585-422bcbdfc9ef,d9d1e06e-f99b-46f5-bd18-f7bbdf0b77c8,2022-01-29 09:00:42,2731,
31c228e2-e544-4925-9b9d-a4647f88efdd,696b3ae8-a375-459b-ac76-cb17e15aec39,5915d75a-3b49-4830-a32d-a9826a0c5a63,2022-06-13 12:51:02,6119,
59e646d6-3efe-4a33-a942-42b600a49ebd,3a1aef79-d65b-4395-b39d-1a73d4494c82,422dec8e-e4fc-4eb6-931c-1b886672d1a4,2022-04-07 08:39:46,2737,2022-04-27 13:00:19.904650
fda1223c-cacd-4521-82cb-1707161662c4,6c5b5fb6-ea3b-4242-9283-41d391675d4c,51cc5ba3-ee40-4c9b-b774-b0de9dd65263,2022-04-02 06:39:19,3251,
e0870ca3-db1d-4fe0-8dcf-993b7ca1c198,2ac9754b-b0e4-4eb0-a2eb-26101d960926,3936fee7-3fc6-43ad-a81a-7aed95e08391,2022-05-30 13:09:25,2893,
86f776ad-2f65-4a09-8aa2-63fbf09d710b,3a1aef79-d65b-4395-b39d-1a73d4494c82,8a768af8-6fb6-4291-85d9-c23d5c939d7a,2022-03-07 02:46:06,848,
0e41781d-097d-4023-bb2c-0f341704c520,e381d43b-8435-465e-a297-57618e0053a7,40f4803d-32d0-401d-b5b6-90fcc39eeb9b,2022-01-29 03:21:42,1202,
8050e56e-0993-4c22-a50c-a702d04c62c4,97595c55-9c17-49bc-bf0c-12c595f96699,39f0dc07-d8af-4068-a9dd-68b01714c69f,2022-07-29 02:40:01,12347,
96f4b49b-4723-4d6f-8847-a48ec44535b3,7858469d-b248-406e-ac21-90b80bc0eb1c,7e1edf8f-78e2-4506-bb6d-f731881d0943,2022-01-25 16:32:30,2173,
7f3d28a9-27c1-4485-b534-82cdc08fa21e,1908e756-b4a4-4bd9-a30c-1988b771b61a,a33159fa-2fd8-4cc2-b99e-a74cc4589bc2,2022-08-18 02:44:17,1004,2022-08-21 22:34:24.538558
40fbd812-fdbe-4e9a-8857-886290c8633b,8dbba4b3-587f-4c12-a5f3-cce107a18f96,f3b401f0-8699-4bad-8a92-3b1b4935ceeb,2022-08-11 10:14:01,19644,
f0e77fa5-3bd0-4f64-b284-297c786894d0,bbeceac0-1af0-4c74-956f-cc17396e288f,37bd93b9-b0a1-4a6b-bb81-bb8717822db2,2022-04-23 08:13:29,11409,
0a764c0d-e3a7-4109-a02d-76275c272319,95d1f26e-eda0-44e2-a698-fbf771408c1c,6ba3dad4-2dfd-4717-a9d3-e5c7b010c6fd,2022-03-26 19:23:08,3230,
8b3f4f5f-0f0c-4142-9a24-4c7519fde932,22729ea3-3b3c-4ca6-af03-4b2732434170,f350f610-dd5e-4464-84f3-b32ef27d2c42,2022-05-31 00:39:44,3514,
fe5ce672-13b0-47a0-a9a7-22a42b75de6f,0c0047a4-8c1b-4f7f-a454-17d99c4f9694,6a42f905-5407-44b4-b532-f234ea283aff,2022-01-18 11:15:56,1750,
5ce4d18b-ae00-4bd5-ba8f-63b33ce0f84a,8d6d103b-84f1-4c55-9ffa-33003dd84a7d,1bd4058e-4905-4586-8e5a-77f81583727d,2022-04-10 23:48:50,3655,
cba33a1b-7278-4328-beb7-0f62625ef503,97595c55-9c17-49bc-bf0c-12c595f96699,21ff27cb-25ff-4146-ac0a-0d3c80d409b1,2022-02-06 11:23:13,715,
a774a4b3-6a1b-4db9-9784-bd1f2c152ee9,bbeceac0-1af0-4c74-956f-cc17396e288f,3a150e30-4b63-4327-9aa5-b9782e3938e4,2022-04-26 10:21:12,2708,
72d6d91c-9018-4296-9d7f-ad27997bbaa9,e2b1a26e-bb19-4dd8-8048-439fe23d172d,1b44e404-8966-4f9a-a98d-b5e59a7129b8,2022-08-07 00:33:14,1464,
a8425e49-3486-446b-8d87-0bee62fbd2da,97595c55-9c17-49bc-bf0c-12c595f96699,27b72ffd-06c2-4f34-8213-5e0974efb647,2022-08-29 04:26:44,8605,
67685129-95f8-4c87-b26a-440ec0ba0c21,732f9390-9532-4690-9893-6610f66dd448,94d52a8d-e760-4b41-81db-db663b360624,2022-06-18 00:26:50,691,
3a3528a3-7007-4534-9358-b17af09cf6df,fc6ae7a5-eb08-4ada-a316-a616c1f502e5,f0fb91ca-fc92-422e-8efd-249f6bd3751c,2022-08-21 20:54:22,3992,
33c0a0d8-4685-4ec2-bd68-da9d4ef4a6ff,696b3ae8-a375-459b-ac76-cb17e15aec39,bf3b72a8-91b2-4cf2-a36a-349f134b02d9,2022-07-31 07:25:43,1010,
cc018512-9737-48fa-9ce4-d8382f9ac681,8e795f9d-1626-488a-9586-7c632445fad3,0f7a9e91-61c0-490f-b579-07590607f459,2022-08-29 23:21:04,17315,
a53ebcb0-d77c-4b7d-9776-a96493c21c5a,fef00f5a-2809-447c-aedf-b6c5593f7d20,7f668f85-86e5-496b-8b1a-8455432ebadc,2022-03-27 11:10:13,3469,
3cd9c33e-ce5a-4547-804d-ec2fa7fa1b34,e381d43b-8435-465e-a297-57618e0053a7,9dd571a9-f485-414e-a048-883185980365,2022-08-26 05:18:52,402,2022-09-06 19:18:22.118781
2e4fe85c-5a33-4a66-bca8-006151bb1e27,8ce6d296-edf3-4c1e-8d2c-a571fb7f9d93,276a316e-0d5d-4803-a2bf-41fa4097f975,2022-04-02 07:03:25,2659,
1e54db9c-de7b-45f7-965d-5461d523634f,c124c30f-688d-498f-8352-37f6b6c7fccb,525433fb-69a9-4464-949b-971bfef5d6a3,2022-08-07 06:54:55,3817,
b15124f4-8501-4d0e-b150-fc5f3d1bb5d8,a3d0926a-abcc-43f3-9c11-6bf51e9fe1db,293c13b1-c52a-4b3c-b393-80e0cdf498f9,2022-06-02 23:45:13,581,
d9f8a60c-e7e5-457a-bfaf-fbc7a6f5a7f3,a3d684af-808c-4ba5-94c1-dd3084e63fb3,71578f5f-e429-4109-b8b7-b45f4a9fc403,2022-02-08 07:04:32,12673,
1004b407-94b6-493c-9e1f-c3a1da5dc896,e492136b-fe4e-4fb1-8511-f48132bf4729,03dd0309-7220-4d48-9d79-e9db208ecb99,2022-07-21 05:26:38,847,
33e09bc1-8dc3-4111-bbb6-19886a686938,73fa1ba5-013e-44bb-89f8-412adb2d051c,872c0f33-a2ce-48fe-b91f-a93227c3db62,2022-03-12 05:39:38,2641,
4c9e04f1-b23b-4317-bf72-600af6e961f4,951bce36-de7c-4081-a97d-2fd80dab9174,c8512d1f-fcb2-4594-9638-cc8d35f68c55,2022-02-12 00:55:10,64918,
5d83cacd-af1d-459b-8a31-99b201c92b9c,f2023033-c432-4057-9240-370fbad8f05b,2b825150-9517-4188-a7ca-b7d9f619038d,2022-07-16 23:44:30,1234,
79ef4e19-fc49-4be0-8b6c-55a7f48b99e0,6686ef89-c5b8-4de1-9fa1-ea445443d6b2,4b4db378-0b79-4560-9477-5a3298dcf862,2022-06-09 20:31:17,17735,
fe9da0df-da07-450a-951f-dbc5f0eca621,732f9390-9532-4690-9893-6610f66dd448,07875337-2195-4203-9b7d-0aafbd79fc38,2022-06-09 11:21:27,1289,
1b2a1e5b-d761-4168-9012-28dbd742447e,951bce36-de7c-4081-a97d-2fd80dab9174,6e1fc9f5-9b0f-4214-a8e9-25b057c97a2d,2022-05-19 01:55:30,49232,
11d4ca2c-6704-4c17-bfcb-72f262be4c6f,7fe22130-8770-459a-a05b-098797160c0c,bb45595c-377c-41b5-9de6-3bf2b9f18ab5,2022-04-29 14:10:38,873,
59f70ca2-074e-4da4-a53e-b054d683a84b,f2023033-c432-4057-9240-370fbad8f05b,fe8d5068-92a4-4698-86d0-3eda25647afc,2022-06-21 03:19:53,651,
ba749ed2-08e3-4813-9ba0-b779c14e37d6,a2379661-4949-4f4c-ab5b-1130b11e6e36,c5876b30-4c98-46e7-9659-0d8d4fa43bfa,2022-02-18 01:38:03,720,
bdfb55ad-bc82-40e3-a3a6-94aa963c4216,d443ad4e-1a23-4dc4-9878-de1f3ea86e88,bbb640ca-1661-414c-a0bc-441a7c855929,2022-02-08 20:21:32,825,
ba2ad4dc-f6e7-401e-b3c3-59cc1a8599d6,12f448da-8396-431d-ba51-9683e7ee52b4,90d269e3-0bc5-4d07-88b8-d80fd5fe2542,2022-06-02 20:02:41,3301,
fe60f284-6582-4767-a461-3ef38e658b28,e56bedf5-4e11-4610-836e-e5097dde9773,e4a83121-ec2c-4e9e-8b7a-6000f2b19791,2022-02-05 23:48:33,386,
0b755250-8d17-4cae-86c4-2e2b9c901536,6c5b5fb6-ea3b-4242-9283-41d391675d4c,92f46aab-a381-4731-b5a6-748198e7d316,2022-08-14 22:37:39,3147,
e6379a78-adb1-4b55-ad33-ffaf8b69f089,bbeceac0-1af0-4c74-956f-cc17396e288f,d6888b15-d1c8-4ce4-8757-88497b517df3,2022-04-15 15:45:39,7696,
14188292-8182-4529-bcd7-aaa5a3a6486a,253610eb-232b-45b4-a0a6-3118d48d77c6,cb631c7b-7ff5-4a49-b327-a6690ec02036,2022-02-20 01:51:39,1842,
85f679ce-a818-4cba-bb5d-6ef78af8735e,12f448da-8396-431d-ba51-9683e7ee52b4,2d198257-2f18-4862-80c8-c8b61adcc83b,2022-05-05 07:10:28,499,
529f6e42-3c86-441f-8b0c-ebd57b908e32,4be08daa-3a03-4dc9-9a9a-28531d974eff,7c8e778a-441e-4c52-b759-ee57e7157186,2022-07-19 09:05:48,2046,
3807c22d-0477-4ac1-9ee2-d9811e5ad23e,0f2e4188-9922-453f-8458-dee42a0452ce,19602657-8f35-4bfa-877f-83a81c819e02,2022-02-09 20:47:54,2122,2022-02-25 06:21:52.604996
5e4acd71-368f-4bb8-81ef-13d464f7b63b,951bce36-de7c-4081-a97d-2fd80dab9174,02fccbb8-91ab-4255-9b7a-049fa9b3139f,2022-08-31 10:03:33,1060,
3f293094-81e5-4b2e-b42d-1e815599a0e1,84106b55-4059-47be-a3b1-e205a07b5322,1301b9a1-1740-44be-b3a7-e75f9b6ef951,2022-02-14 07:42:04,3684,
9d252629-01a9-457b-b061-8817d4e95aa8,2c90ffcf-dba5-4211-a005-42b37861ae3e,53204496-91ad-4d29-979e-cba480aba798,2022-02-10 14:43:22,5002,
a7e1b47c-cf0c-4a03-88dd-7b394616bfce,989f4828-a799-416f-97a8-eb73ae57bc63,07130c8b-2505-41a6-8ae5-5278f01dd45c,2022-06-22 06:45:13,20602,
2fc44e6b-31ac-41df-9891-1588194dc568,1908e756-b4a4-4bd9-a30c-1988b771b61a,03dd0309-7220-4d48-9d79-e9db208ecb99,2022-03-18 19:43:32,632,2022-03-23 21:04:30.732585
0e10040c-7bf4-4ecf-b452-9b928e44409a,053cbde7-cdd7-4a1a-893c-8d9f1e70c492,e6212d8f-4a04-4ef0-bf42-0d45abf257df,2022-05-17 19:12:34,4500,
ce4fb895-41dc-4a2b-8084-ea8ab3e28126,5032c286-4189-4df1-8d8f-850e3ff44411,02b97524-208a-4796-b264-26d20eb797b4,2022-05-15 19:26:44,6632,
a422a5ad-ba63-413f-9441-8530a7045663,03de412b-b903-4dfe-86e7-63997d4b72ca,e3faca21-ae3d-4b2e-9858-2e614525c0b9,2022-05-22 19:24:43,6449,
e3150c36-82b6-44cd-8e2b-8b3fdb068a4f,65838dc6-6f18-4b89-aceb-e7b9f4135898,f37025e3-e445-4010-b08b-419e6ce5a355,2022-08-24 11:52:42,1093,
734fa1e2-8e72-4c29-bafd-a34ccff7b1e7,7fe22130-8770-459a-a05b-098797160c0c,d78ec938-8523-409b-8434-4aa76ee496f1,2022-03-23 01:04:34,6206,
8d31eb24-12b8-4947-9a8b-8607fda0b827,56b7dd2c-47c8-4c10-85e5-d803569d9c85,66d4ced7-3d01-417a-aae4-126cd8634e8a,2022-04-04 09:19:59,478,
dff3797b-94d5-444c-b57e-30135cf2dfbd,732f9390-9532-4690-9893-6610f66dd448,8d131bcd-62ed-42b3-befc-89dcd959829b,2022-04-23 23:29:55,7147,
0527f34e-38bf-446c-888e-98fc7393b72e,48432359-4824-4847-8a88-31b17f76a986,5915d75a-3b49-4830-a32d-a9826a0c5a63,2022-03-20 01:46:56,1101,
a24487a3-e103-48f3-b802-1dcd1b473b93,a208a304-52f1-4fd2-9958-f7d2fcc3be75,a5a7f96f-5800-4fb6-861d-6d00a3cc738b,2022-02-19 19:47:11,1649,
2b489ef1-c4aa-496e-85e0-a7ba2d3cf0f5,effb04b7-877e-419c-bd86-1e55f87e92ec,6a1b3b32-2479-4da8-8962-208e57edda90,2022-01-03 09:50:30,1776,2022-01-06 12:00:32.098003
18a3aa18-2a7a-4de0-bffa-ba4806884405,696b3ae8-a375-459b-ac76-cb17e15aec39,bf3b549e-8e70-46bd-a382-3ab75b26b92f,2022-04-28 14:43:36,209,2022-06-09 18:07:04.401661
59676e86-ef09-4d08-8ca4-d1baff2a9922,0f2e4188-9922-453f-8458-dee42a0452ce,4024f4f1-6a72-4d94-8154-dc7f591b3836,2022-01-05 06:49:51,8029,
40e3a545-dcc1-4cc2-ba45-72410dc1a5eb,5032c286-4189-4df1-8d8f-850e3ff44411,bb15d38e-fea5-475c-b19e-9d8d97644aef,2022-08-06 12:54:40,4133,
eac5cd5c-5f82-4864-9f62-70c4e79bc04f,bbeceac0-1af0-4c74-956f-cc17396e288f,489c6671-1da2-40b0-aaf3-79ba1945cb14,2022-05-30 06:44:06,1347,
2e34420c-4d1f-46ab-8020-ac0bd9cdc229,053cbde7-cdd7-4a1a-893c-8d9f1e70c492,0ebb8880-9de2-4f0d-8b70-066e46445ca9,2022-03-16 01:08:14,750,
54d3ba91-2475-4056-aba5-a4711a2a9b5c,5a59c772-d2fc-4150-9c46-fdbe49a2f261,90d269e3-0bc5-4d07-88b8-d80fd5fe2542,2022-06-14 16:33:52,375,
93f3e437-6391-4fe7-acc0-8177969e23f2,495a5230-91ab-403d-9de2-fe04887bfb73,9e49b821-6c70-4f7c-84ed-7a09b745bbcf,2022-08-11 18:23:38,648,
3bb7b676-ae3e-4d13-b4fd-06fd9b4e6653,989f4828-a799-416f-97a8-eb73ae57bc63,cf84f19f-aeb3-4d56-b161-d9442e4e8ef8,2022-01-20 14:01:22,2037,
194cd998-916a-44da-ae5d-b515b79442d1,fef00f5a-2809-447c-aedf-b6c5593f7d20,c8637b1e-968c-46b0-b9f1-b688ed6611b8,2022-01-25 21:31:58,1560,
7006ab12-fb04-4881-a8b5-223b044acdc4,73fa1ba5-013e-44bb-89f8-412adb2d051c,728a07f4-9679-462a-b79e-1008707b27d8,2022-04-17 00:14:52,4178,
7cb8152e-3225-4773-9815-5a9af103d770,645bd03e-122a-4fdf-8654-6a769af4fecf,7f668f85-86e5-496b-8b1a-8455432ebadc,2022-04-25 13:36:31,6854,
cf979ff5-f470-48bc-8e11-6ff46245a451,3a1aef79-d65b-4395-b39d-1a73d4494c82,27f7e5ec-a680-4f7e-9acc-e974ace40865,2022-05-14 20:29:45,1928,
35b1124e-5eb5-408a-8973-83e3a6f62478,a3d684af-808c-4ba5-94c1-dd3084e63fb3,175cdbf1-93ac-4168-84d7-6020bdccbaed,2022-08-19 14:20:54,747,
e796c6ea-ba38-45df-b154-4578787546c5,989f4828-a799-416f-97a8-eb73ae57bc63,4e5c2692-253b-4998-bbe0-d798d959c7ea,2022-02-13 06:18:58,6245,
2dc40e2c-c57b-469e-b08c-f3c3f739b77c,e381d43b-8435-465e-a297-57618e0053a7,6a0ee743-fe18-42da-9542-af7b791f0146,2022-01-05 21:33:07,4893,
e9369eaa-abaa-4eb9-947e-691ab5239e5c,2ac9754b-b0e4-4eb0-a2eb-26101d960926,342698e2-6b22-4b3b-be25-5d7b0bf86c3f,2022-03-09 20:33:19,344,
f791a957-4811-47c2-8120-83965f96becf,48432359-4824-4847-8a88-31b17f76a986,b8467ec5-7811-4ce9-8d8e-53e6f7553d7e,2022-01-27 05:16:04,3072,2022-02-08 16:50:49.302804
19492b1c-8cf6-40c7-8e1e-ae0089c90b2a,951bce36-de7c-4081-a97d-2fd80dab9174,95db23f4-44dd-45d6-8154-750c0e943e82,2022-05-14 18:40:43,4373,
ac506a67-07d6-4972-8adf-de969f7e4da8,0c0047a4-8c1b-4f7f-a454-17d99c4f9694,a3f0523b-7115-41a6-9c58-970b85ae6e9d,2022-08-05 04:16:06,1182,
22b44cc4-6d43-40db-ac2d-a8c534c2cdae,a2379661-4949-4f4c-ab5b-1130b11e6e36,5215b2d0-73c9-4555-a49e-ac492fdcac1b,2022-08-06 05:38:35,1946,
775f13e0-8b02-4171-932a-bf5cc57a1c64,513549f8-ec06-4d8f-b19f-5762f5d113aa,9303cac0-9959-4194-8acc-eb0eb69793a3,2022-05-06 23:21:35,1161,2022-05-12 08:10:44.122398
a8d48edf-7691-4f52-afa5-8dc1f1888057,66512b9a-36fb-47fd-bcdf-9f64d886c558,ecb27c9f-873f-4a02-b14a-318c532614ca,2022-02-14 16:09:35,4404,
30a61380-012d-429c-a780-9011d19d4e85,48432359-4824-4847-8a88-31b17f76a986,b1de3a9b-3688-4fc7-8c1d-87f669d9243e,2022-03-09 10:50:42,364,2022-03-17 13:50:50.952330
0682f7a5-1094-400d-a841-edc2d502c88a,a7fbb72b-5200-4173-b5ae-85202a0be401,e118656d-81b8-47fd-ae0b-e353a4970271,2022-03-23 22:04:53,978,
5149238a-96b2-4140-bf24-eb1ed582a61c,053cbde7-cdd7-4a1a-893c-8d9f1e70c492,08375028-e06b-498f-a9a1-0f2f114b84b7,2022-05-09 04:29:53,822,
00c32fcc-32ac-44ec-8f7a-d3bffc0a9ddb,0f2e4188-9922-453f-8458-dee42a0452ce,c242c6b8-277c-41b0-9281-d673abd0d68c,2022-06-04 14:59:27,149,
9f7619ef-f2d4-4b7b-9ddc-dd1b65d71017,ca919e86-5316-4bfa-bee7-b782a35e2a3e,0bbeb873-5aa8-4b83-ab27-005cea770f49,2022-05-10 01:48:04,5154,
9515a46f-9321-4c8c-a441-3107f4299346,ca5b2605-02aa-43f0-bb40-43b920870ed8,f5e4fef9-dce1-4c73-854d-4dbdfbbdf1eb,2022-02-21 22:59:31,4672,
4b53da6c-2940-4fe5-bc42-c11b39944e49,a2379661-4949-4f4c-ab5b-1130b11e6e36,ef27d136-a870-4af9-94c7-3bd6c8f5eff4,2022-04-10 21:34:24,7640,
629da123-0d83-4b18-85fc-78a52f85133e,3a1aef79-d65b-4395-b39d-1a73d4494c82,98eeeca0-ed89-4b81-8bce-2c256759f123,2022-02-22 14:24:49,455,
60f45748-d020-497a-bff9-260af2593720,7ae3f44e-7034-413c-8329-bb196ef995fc,9f746a6e-ada6-41ca-a5b0-7d4d2d782733,2022-02-19 12:54:29,378,
0c011a94-4534-41d1-b6e7-b7c62437c991,97595c55-9c17-49bc-bf0c-12c595f96699,629c1d5f-2886-4c98-8547-af1ccd25283e,2022-03-21 18:41:51,3731,
913e6614-a959-4718-955c-b2a6ec8bb38e,5a59c772-d2fc-4150-9c46-fdbe49a2f261,512982d9-f0ae-4a16-ba02-473d51704844,2022-02-12 18:08:42,1052,
15f2871f-6d1a-46ba-86bc-e03d640820a4,d443ad4e-1a23-4dc4-9878-de1f3ea86e88,0771cd4a-e43a-49e9-920a-f46717c750b9,2022-07-25 04:42:05,717,
d21e20ca-c30c-4e88-9c9f-30225bcbfc9f,56b7dd2c-47c8-4c10-85e5-d803569d9c85,a9408089-b454-4fff-b019-5eadbe1e224c,2022-01-12 03:31:22,450,
4d292ec1-194b-4613-8efa-2e583e62162c,e8aa412f-7ea6-4cdf-be11-40ada9600476,085290e5-62bb-402e-aa28-287cdd394b3a,2022-02-03 19:58:50,289,
8f03dd9b-466b-490a-b4f3-a138e338f59e,0f2e4188-9922-453f-8458-dee42a0452ce,4a194fa0-9433-4c2a-bd0e-2a835256a66b,2022-05-03 06:31:23,5416,
7986dd85-955f-4fcb-a4a9-0c94fdd587eb,97595c55-9c17-49bc-bf0c-12c595f96699,cc99528a-3eca-46de-afcd-2aac340ded5b,2022-02-08 23:23:57,2338,
b8bff05d-20b2-462f-9946-769fccc146fc,a3d684af-808c-4ba5-94c1-dd3084e63fb3,3da1647e-1dec-430f-ac36-c45e40c8acdf,2022-05-20 02:51:08,48126,
7f474338-e07e-4489-a8d3-0b24982d5ac8,e492136b-fe4e-4fb1-8511-f48132bf4729,3cdf59ab-543f-4d20-b49b-6deaf5679fb3,2022-04-13 06:09:38,2348,
